paperId,author,paperName,majorId
80,"Thuy N. Nguyen, Xuyen M.T Nguyen, Nguyen Ngan Nguyen and Quy D. Hoang",THE EFFECT OF THE NANOSILICA-OLIGOCHITOSAN HYBRID MATERIAL ON THE GROWTH OF LETTUCE (Lactuca sativa L. var. longifolia),5
91,"Huy Dang, Tan Doan, Thang Phan and Dat Mai",TỔNG HỢP VẬT LIỆU NANO SILICA XỐP BẰNG PHƯƠNG PHÁP SOL-GEL,5
158,"Nguyen Ha Tuyet Minh, Pham Thi Chi and Hoang Thi Dong Quy","STUDY OF FLAME RETARDANCY, THERMAL AND PHYSICAL PROPERTIES OF POLYURETHANE FOAMS DERIVED FROM WASTE PET",5
169,"Quỳnh Mai Diễm, Đại Phát Bùi and Văn Việt Phạm",Tổng hợp vật liệu g-C3N4 /SnO2 ứng dụng trong phân hủy khí ô nhiễm NO,5
181,"Van Hao Pham, Ngoc Hong Phan, Nhat Huy Nguyen, Van Thanh Dang and Van Truong Nguyen",Preparation of lap-like structure graphene sheets using anodic plasma electrolysis process and its application for removal of methylene blue from aqueous solution,5
217,"Tong Hung Quach, Thi Phuong Nguyen and Thi Le Hang Dang",PREPARATION AND CHARACTERZATION OF CHITOSAN-FUCOIDAN NANOGEL USING AN UNTRASOUND ASISTED METHOD,5
236,"Thao Kim Truong, Thang Quoc Nguyen and Viet Van Pham",The Oxidative Degradation of p-Nitrophenol by Visible-Light-Induced Activation of Peroxymonosulfate over Ag/ZnO Heterojunction,5
250,"Mai Xuan Truong, Tran Minh Chien, Hoang Anh Quan and Nguyen Phuong Tung",BIOSYNTHESIS OF GOLD NANOPARTICLES USING MEDICINAL PLANTS: CHARACTERIZATION AND ANTICANCER ACTIVITY,5
252,"Van Huu Dong, Phan Thi Que Phuong, Than Quoc An Ha and Pham Huu Thien",SYNTHESIS AND STUDY OF Fe (nZVI) ATTACHED ON GAMMA Al2O3 USING FOR DEGRADATION DYE,5
260,"Vu Thi Huong, Nguyen Tran Truc Phuong, Bach Thang Phan, Hanh Kieu Thi Ta, Tran Duc Trung and Nhu Hoa Thi Tran",Development of an ultra-sensitive sensor utilizing optical fiber-based gold nanoparticles in bovine serum albumin (BSA) immunoassay,5
264,"An Nang Vu, Tan Huy Nguyen Le, Hieu Le Van, Kim Phung Tu Thi, Ha Nguyen Thi, Thanh My Nguyen Thi and Thu Giang Pham Thi",Tổng hợp nanocomposite Ag/Fe3O 4/nano tinh thể cellulose hướng đến ứng dụng trong xử lý nước thải phẩm nhuộm,5
266,"Nang An Vu, Ngoc Hoa Le Thi, My Linh Nguyen Thi, Tuyet Vy Nguyen Bao, Hieu Le Van, Thanh An Le Dang and Thanh Truc Tran Thi","Ảnh hưởng của tiền chất muối Cobalt đến cấu trúc, hình thái và tính chất của vật liệu CoFe2O4 chế tạo bằng phương pháp nhiệt dung môi.",5
267,"Nang An Vu, Huyen Linh Thai Cao, Hoang Long Nguyen, Thu Phuong Le Thi, Ngoc-Uyen Nguyen-Thai, Hieu Le Van and Kim Loc Nguyen Thi",Nghiên cứu chế tạo màng bán thấm composite Chitosan/CNC/TiO2 định hướng ứng dụng trong xử lý nước,5
276,"Nang An Vu, Thu Phuong Le Thi, Thi Kim Loc Nguyen, Kim Ngan Bui, Kim Phung Tu Thi and Ngoc-Uyen Nguyen-Thai",Chế tạo màng biocomposite chitosan/nano tinh thể cellulose/bạc định hướng ứng dụng trong xử lý 6,5
285,"Nang An Vu, Nam Phong Le Pham, Nhi Vân Nguyễn, Hieu Le Van and Thanh Van Tran Thi",Chế tạo composite trên cơ sở Imidazole/ nano tinh thể cellulose định hướng ứng dụng trong pin nhiên liệu,5
287,"Nang An Vu, Ngoc Han Nguyen, Diem Huong Vang Thi, Bao Tran Huynh, Thanh Tung Nguyen Doan, Hieu Le Van and Phuoc Le Dinh",Magnetic recoverable CuFe2O4/cellulose nanocrystals composite as an efficient catalyst for 4-nitrophenol reduction,5
307,Trung Vũ Tiến and Chí Nhân Hà Thúc,"NGHIÊN CỨU CHẾ TẠO HỖN HỢP POLYMER SINH HỌC GIỮA POLYVINYL ALCOHOL, CHITOSAN VÀ CURCUMIN ĐỊNH HƯỚNG ỨNG DỤNG TRONG MÀNG PHỦ VẾT THƯƠNG",5
309,"Dung Cao T.M., Giang Le T.G. and Van Tran T.T",Understanding up and down-conversion luminescence for Er3+/Yb3+ co-doped SiO2-SnO2 glass-ceramics,5
313,Hoa Lê Thị Mai,Nghiên cứu các đặc trưng tính chất và khả năng hấp phụ Zn2+ của vật liệu ống nano cacbon đa thành biến tính bề mặt gắn nhóm chức -COOH.,5
326,Nguyễn Đức Hảo,TINH SẠCH BENTONITE CHO ỨNG DỤNG HẤP PHỤ CHẤT NHUỘM HỮU CƠ METHYLEN BLUE,5
358,"Kim Ngoc Pham, Minh Trung Le, Bao Tran Cao Thi, Thanh Dat Nguyen and Kieu Hanh Thi Ta",SYNTHESIS AND MODIFICATION OF SILICA NANOPARTICLES FOR HYDROPHOBIC APPLICATION,5
374,"Thi Kieu Hanh Ta, Minh Huy Nguyen, Thi Hong Nhi Do, Chi Cuong Nguyen, Ngoc Xuan Dat Mai, Nhu Hoa Thi Tran and Thang Bach Phan",Initially synthesized Magnetic Mesoporous Silica Nanoparticles for epirubicin loading,5
387,Huy-Binh Do and Phan-Gia Anh-Vu,A TCAD STUDY OF THE IMPACT OF CHANNEL THICKNESS ON THRESHOLD VOLTAGE OF Ga2O3 MOSFET,5
388,"Y Phung Nguyen, Thuy Trang Phan Thi, Huyen Trang Pham Cao, Nhi Pham Van, Tuan Anh Pham Thanh, Bach Thang Phan and Vinh Tran Cao",Controlling secondary phase segregation to enhance thermoelectric performance of ceramic ZnO-Al2O3-Ga2O3 system,5
401,"Hưu Truong Nguyen, Trong Phu Doan, Tuan Anh Pham Thanh, Van Dung Hoang, Ngoc Tram Le Pham, Minh Tan Le and Cao Vinh Tran",ASSESSMENT OF p-TYPE ELECTRICAL CONDUCTIVITY OF Ag AND N2 CO-DOPING ON ZINC OXIDE THIN FILMS DEPOSITED BY DC MAGNETRON SPUTTERING,5
427,"Nam Vu, Hieu Le and Thi Cao",Charge transfer mechanism and breakdown of the Schottky-Mott limit of graphene/silicon van der Waals heterostructure,5
455,"Dung Van Hoang, Vinh Cao Tran, Thao Phuong Thi Nguyen, Phu Thanh Phan, Phong Thanh Ngo, Truong Huu Nguyen, Anh Tuan Thanh Pham and Thang Bach Phan",The effects of thickness on optoelectronic properties of Mg-doped CuCrO2 thin films,5
173,"Ngọc Xuân Đạt Mai, Thị Kiều Hạnh Tạ, Lê Hoàng Tân Đoàn and Bách Thắng Phan",TỔNG HỢP VẬT LIỆU NANO SILICA XỐP CHỨA PHỐI TỬ HUỲNH QUANG VÀ KHẢO SÁT KHẢ NĂNG PHÂN BỐ SINH HỌC CỦA VẬT LIỆU,5
497,"HIEU C. NGUYEN, CAN D. PHAN, HUY Q. NGUYEN, NGHIA T. BUI",NGHIÊN CỨU TỔNG HỢP VẬT LIỆU COMPOSITE CÓ TỪ TÍNH TRÊN NỀN POLYME SINH HỌC ĐỂ XỬ LÝ As(III) TRONG NƯỚC,5
